"imm20", 31, 12
"jimm20", 31, 12
"imm12", 31, 20
"imm12hi", 31, 25
"bimm12hi", 31, 25
"imm12lo", 11, 7
"bimm12lo", 11, 7
"simm5", 19, 15
"zimm5", 19, 15
"zimm10", 29, 20
"zimm11", 30, 20
"zimm6hi", 26, 26
"zimm6lo", 19, 15
