"c_shamthi", 12, 12
"c_shamtlo", 6, 2
"c_rlist", 7, 4
"c_index", 9, 2
"rs1_p", 9, 7
"rs2_p", 4, 2
"rd_p", 4, 2
"rd_rs1_n0", 11, 7
"rd_rs1_p", 9, 7
"rd_rs1", 11, 7
"rd_n2", 11, 7
"rd_n0", 11, 7
"rs1_n0", 11, 7
"fd_p", 4, 2
"fs2_p", 4, 2
"c_rs2_n0", 6, 2
"c_rs1_n0", 11, 7
"c_rs2", 6, 2
"c_sreg1", 9, 7
"c_sreg2", 4, 2
"c_fs2", 6, 2
